source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
"[route-metrics] {""windowMs"":91964,""requestCount"":2,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":297,""maxMs"":297,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/unread-count"",""count"":1,""avgMs"":309,""maxMs"":309,""statusCounts"":{""200"":1}}]}",cloudflare-workers,2026-04-03T01:54:12.333Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,GET,/api/unread-count,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6471a91cb035c2,01KN8GRHQD4MRYFRV9FQQB1TYJ,9e6471a91cb035c2,GET /api/unread-count,mansion-deseo-api-production,"[route-metrics] {""windowMs"":91964,""requestCount"":2,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":297,""maxMs"":297,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/unread-count"",""count"":1,""avgMs"":309,""maxMs"":309,""statusCounts"":{""200"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":91964,""requestCount"":2,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":297,""maxMs"":297,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/unread-count"",""count"":1,""avgMs"":309,""maxMs"":309,""statusCounts"":{""200"":1}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:54:12.023Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6471a91cb135c2,01KN8GRHQD4MRYFRV9FQQB1TYK,9e6471a91cb135c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,cloudflare-workers,2026-04-03T01:54:12.023Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,GET,/api/unread-count,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6471a91cb035c2,01KN8GRHDQZNSD6PDFMTXZNPNJ,9e6471a91cb035c2,GET /api/unread-count,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:53:30.007Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6470a279af35c2,01KN8GQ8CQZQZW3TX4FYQB7W1G,9e6470a279af35c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
"[route-metrics] {""windowMs"":66550,""requestCount"":4,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":3,""avgMs"":304,""maxMs"":307,""statusCounts"":{""200"":3}},{""method"":""GET"",""route"":""/api/profiles"",""count"":1,""avgMs"":455,""maxMs"":455,""statusCounts"":{""200"":1}}]}",cloudflare-workers,2026-04-03T01:52:40.369Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646f6a6f0c35c2,01KN8GNQXH64QY7BPVB9028168,9e646f6a6f0c35c2,GET /api/messages,mansion-deseo-api-production,"[route-metrics] {""windowMs"":66550,""requestCount"":4,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":3,""avgMs"":304,""maxMs"":307,""statusCounts"":{""200"":3}},{""method"":""GET"",""route"":""/api/profiles"",""count"":1,""avgMs"":455,""maxMs"":455,""statusCounts"":{""200"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":66550,""requestCount"":4,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":3,""avgMs"":304,""maxMs"":307,""statusCounts"":{""200"":3}},{""method"":""GET"",""route"":""/api/profiles"",""count"":1,""avgMs"":455,""maxMs"":455,""statusCounts"":{""200"":1}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:52:40.067Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646f6a6f0c35c2,01KN8GNQM3F2328DR98PMVX99Q,9e646f6a6f0c35c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:52:01.420Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646e78dfed35c2,01KN8GMHWCK5MEWWJFJ80EHTGK,9e646e78dfed35c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-03T01:51:43.985Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646e0be89035c2,01KN8GM0VHAA56XTK5MP6RGAKX,9e646e0be89035c2,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:51:38.384Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646de8db3635c2,01KN8GKVCG2DHETBVAPJ4JT95G,9e646de8db3635c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
"[route-metrics] {""windowMs"":83263,""requestCount"":4,""routes"":[{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":385,""maxMs"":385,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":394,""maxMs"":394,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/profiles"",""count"":1,""avgMs"":576,""maxMs"":576,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":308,""maxMs"":308,""statusCounts"":{""200"":1}}]}",cloudflare-workers,2026-04-03T01:51:33.819Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,GET,/api/stories,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646dca6c3635c2,01KN8GKPXVYRR491AN7RWA1BK5,9e646dca6c3635c2,GET /api/stories,mansion-deseo-api-production,"[route-metrics] {""windowMs"":83263,""requestCount"":4,""routes"":[{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":385,""maxMs"":385,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":394,""maxMs"":394,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/profiles"",""count"":1,""avgMs"":576,""maxMs"":576,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":308,""maxMs"":308,""statusCounts"":{""200"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":83263,""requestCount"":4,""routes"":[{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":385,""maxMs"":385,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":394,""maxMs"":394,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/profiles"",""count"":1,""avgMs"":576,""maxMs"":576,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":308,""maxMs"":308,""statusCounts"":{""200"":1}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,cloudflare-workers,2026-04-03T01:51:33.511Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,GET,/api/stories,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646dca6c3635c2,01KN8GKPM7T8C9VM1S199FBYHS,9e646dca6c3635c2,GET /api/stories,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,cloudflare-workers,2026-04-03T01:50:53.758Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,GET,/api/gifts/received/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646cd069cc35c2,01KN8GJFSYYK370H6F9R5CS843,9e646cd069cc35c2,GET /api/gifts/received/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:50:53.754Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646cd069cb35c2,01KN8GJFSYYK370H6F9R5CS844,9e646cd069cb35c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-03T01:50:53.740Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646cd069cd35c2,01KN8GJFSYYK370H6F9R5CS845,9e646cd069cd35c2,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
"[route-metrics] {""windowMs"":84450,""requestCount"":11,""routes"":[{""method"":""GET"",""route"":""/api/profiles"",""count"":4,""avgMs"":463,""maxMs"":476,""statusCounts"":{""200"":4}},{""method"":""GET"",""route"":""/api/visits"",""count"":2,""avgMs"":306,""maxMs"":308,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/app/bootstrap"",""count"":1,""avgMs"":320,""maxMs"":320,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/unread-count"",""count"":1,""avgMs"":300,""maxMs"":300,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":293,""maxMs"":293,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":303,""maxMs"":303,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":288,""maxMs"":288,""statusCounts"":{""200"":1}}]}",cloudflare-workers,2026-04-03T01:50:10.556Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646bc10b4235c2,01KN8GH5KWG7XZE0Q4D23G9QM7,9e646bc10b4235c2,GET /api/profiles,mansion-deseo-api-production,"[route-metrics] {""windowMs"":84450,""requestCount"":11,""routes"":[{""method"":""GET"",""route"":""/api/profiles"",""count"":4,""avgMs"":463,""maxMs"":476,""statusCounts"":{""200"":4}},{""method"":""GET"",""route"":""/api/visits"",""count"":2,""avgMs"":306,""maxMs"":308,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/app/bootstrap"",""count"":1,""avgMs"":320,""maxMs"":320,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/unread-count"",""count"":1,""avgMs"":300,""maxMs"":300,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":293,""maxMs"":293,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":303,""maxMs"":303,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":288,""maxMs"":288,""statusCounts"":{""200"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":84450,""requestCount"":11,""routes"":[{""method"":""GET"",""route"":""/api/profiles"",""count"":4,""avgMs"":463,""maxMs"":476,""statusCounts"":{""200"":4}},{""method"":""GET"",""route"":""/api/visits"",""count"":2,""avgMs"":306,""maxMs"":308,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/app/bootstrap"",""count"":1,""avgMs"":320,""maxMs"":320,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/unread-count"",""count"":1,""avgMs"":300,""maxMs"":300,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":293,""maxMs"":293,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":303,""maxMs"":303,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":288,""maxMs"":288,""statusCounts"":{""200"":1}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-03T01:50:10.093Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646bc10b4235c2,01KN8GH55D8Q6F7097GH12FTH0,9e646bc10b4235c2,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,cloudflare-workers,2026-04-03T01:49:43.606Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,GET,/api/gifts/received/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646b1b8f6735c2,01KN8GGB9P9G9PKR6GQN87H85N,9e646b1b8f6735c2,GET /api/gifts/received/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-03T01:49:39.802Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646b03ba5b35c2,01KN8GG7JTHGVR7GRVBCQMJN0Z,9e646b03ba5b35c2,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:49:36.167Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646aed0f2b35c2,01KN8GG417GQNZB8BYNEZYK63N,9e646aed0f2b35c2,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,cloudflare-workers,2026-04-03T01:49:23.744Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,GET,/api/stories,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a9f5bef35c2,01KN8GFQX0RV5X1CGYBJFAQK3A,9e646a9f5bef35c2,GET /api/stories,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,cloudflare-workers,2026-04-03T01:49:18.403Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,GET,/api/visits,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a7e0ecc35c2,01KN8GFJP3T35XZ9HP5PRE949K,9e646a7e0ecc35c2,GET /api/visits,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,undefined,undefined,undefined
websocket:message,cloudflare-workers,2026-04-03T01:49:10.668Z,false,,,,ok,mansion-deseo-api-production,websocket,durableObject,85ef149b-3cc8-40c2-bcef-c52918c758d5,5ZUSPD6GKVUQOQW1,01KN8H56KC6B9JMY38W6JP6WM8,5ZUSPD6GKVUQOQW1,mansion-deseo-api-production,mansion-deseo-api-production,websocket:message,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,websocket,websocket:message,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,cloudflare-workers,2026-04-03T01:49:10.594Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,GET,/api/notifications/ws,canceled,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a4c5898a79c,01KN8HD9KT2HHAE7WCMKC1A462,9e646a4c5898a79c,GET /api/notifications/ws,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,cloudflare-workers,2026-04-03T01:49:10.450Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,GET,/api/notifications/ws,ok,mansion-deseo-api-production,fetch,durableObject,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a4c5898a79c,01KN8HDCGTAQ31RT8Q325Q7AZX,9e646a4c5898a79c,GET /api/notifications/ws,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,cloudflare-workers,2026-04-03T01:49:10.420Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,GET,/api/unread-count,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a4c196435c2,01KN8GFAWM7DH17B5T4DD2X290,9e646a4c196435c2,GET /api/unread-count,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-03T01:49:10.412Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a4c095635c2,01KN8GFAWM7DH17B5T4DD2X291,9e646a4c095635c2,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
"[route-metrics] {""windowMs"":1775180948810,""requestCount"":1,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":0,""maxMs"":0,""statusCounts"":{""401"":1}}]}",cloudflare-workers,2026-04-03T01:49:08.810Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a41c2bdc70a,01KN8GF9AAT70HXJAPAG3SC242,9e646a41c2bdc70a,GET /api/messages,mansion-deseo-api-production,"[route-metrics] {""windowMs"":1775180948810,""requestCount"":1,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":0,""maxMs"":0,""statusCounts"":{""401"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":1775180948810,""requestCount"":1,""routes"":[{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":0,""maxMs"":0,""statusCounts"":{""401"":1}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-03T01:49:08.788Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e646a41c2bdc70a,01KN8GF99M878963TDH9G2XKN7,9e646a41c2bdc70a,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
