source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.360Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752dbdf31e96,01KN86WZHK14Q6KDN8TNKEQ5VW,9e63752dbdf31e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.351Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752dadf01e96,01KN86WZHK14Q6KDN8TNKEQ5VM,9e63752dadf01e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.308Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752d6dec1e96,01KN86WZHK14Q6KDN8TNKEQ5VR,9e63752d6dec1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.271Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752d2de91e96,01KN86WZHK14Q6KDN8TNKEQ5VN,9e63752d2de91e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.263Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752d1de81e96,01KN86WZHK14Q6KDN8TNKEQ5VP,9e63752d1de81e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.253Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752d0de31e96,01KN86WZHK14Q6KDN8TNKEQ5VQ,9e63752d0de31e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.186Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752caddd1e96,01KN86WZHK14Q6KDN8TNKEQ5VH,9e63752caddd1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.180Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752c9ddc1e96,01KN86WZHK14Q6KDN8TNKEQ5VB,9e63752c9ddc1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.172Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752c8ddb1e96,01KN86WZHK14Q6KDN8TNKEQ5VJ,9e63752c8ddb1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.153Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752c6dda1e96,01KN86WZHK14Q6KDN8TNKEQ5V9,9e63752c6dda1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.149Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752c6dd91e96,01KN86WZHK14Q6KDN8TNKEQ5VF,9e63752c6dd91e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.096Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752c1dc71e96,01KN86WZHK14Q6KDN8TNKEQ5VG,9e63752c1dc71e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.087Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752c0dc61e96,01KN86WZHK14Q6KDN8TNKEQ5V7,9e63752c0dc61e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.076Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bfdc41e96,01KN86WZHK14Q6KDN8TNKEQ5V6,9e63752bfdc41e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.073Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedbf1e96,01KN86WZHK14Q6KDN8TNKEQ5V8,9e63752bedbf1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.072Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedbe1e96,01KN86WZHK14Q6KDN8TNKEQ5VC,9e63752bedbe1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.071Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedc11e96,01KN86WZHK14Q6KDN8TNKEQ5VS,9e63752bedc11e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.071Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedc01e96,01KN86WZHK14Q6KDN8TNKEQ5VA,9e63752bedc01e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.071Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedbb1e96,01KN86WYW9CKMGYDE866WYS1N6,9e63752bedbb1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.070Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedbd1e96,01KN86WZHK14Q6KDN8TNKEQ5V3,9e63752bedbd1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.069Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedba1e96,01KN86WYW9CKMGYDE866WYS1N8,9e63752bedba1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.068Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedbc1e96,01KN86WZHK14Q6KDN8TNKEQ5VD,9e63752bedbc1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.068Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bedb91e96,01KN86WZHK14Q6KDN8TNKEQ5V4,9e63752bedb91e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:50.053Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752bcdb61e96,01KN86WZHK14Q6KDN8TNKEQ5V5,9e63752bcdb61e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.958Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752b3da81e96,01KN86WZHK14Q6KDN8TNKEQ5VE,9e63752b3da81e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
"[route-metrics] {""windowMs"":990,""requestCount"":50,""routes"":[{""method"":""GET"",""route"":""/api/messages/:userId"",""count"":50,""avgMs"":1968,""maxMs"":2459,""statusCounts"":{""200"":50}}]}",cloudflare-workers,2026-04-02T23:01:49.953Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63751ecbdd1e96,01KN86WXR1XAXPGPHE9F6H9T9B,9e63751ecbdd1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,"[route-metrics] {""windowMs"":990,""requestCount"":50,""routes"":[{""method"":""GET"",""route"":""/api/messages/:userId"",""count"":50,""avgMs"":1968,""maxMs"":2459,""statusCounts"":{""200"":50}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":990,""requestCount"":50,""routes"":[{""method"":""GET"",""route"":""/api/messages/:userId"",""count"":50,""avgMs"":1968,""maxMs"":2459,""statusCounts"":{""200"":50}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.913Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752aeda41e96,01KN86WYW9CKMGYDE866WYS1N4,9e63752aeda41e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.899Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752adda11e96,01KN86WYW9CKMGYDE866WYS1N7,9e63752adda11e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.884Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752abd9c1e96,01KN86WYW9CKMGYDE866WYS1N3,9e63752abd9c1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.836Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752a7d8f1e96,01KN86WZHK14Q6KDN8TNKEQ5V2,9e63752a7d8f1e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.772Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63752a0d871e96,01KN86WYKQWY9KW12626FKK2K0,9e63752a0d871e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,cloudflare-workers,2026-04-02T23:01:49.757Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,GET,/api/messages/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e637529fd811e96,01KN86WYW9CKMGYDE866WYS1N1,9e637529fd811e96,GET /api/messages/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages/REDACTED?limit=30,undefined,undefined,undefined
